# confusable-homoglyphs 3.3.1
102B4	X
10317	X
10527	X
263	y
1D8C	y
FF59	y
1D432	y
1D466	y
1D49A	y
1D4CE	y
1D502	y
1D536	y
1D56A	y
1D59E	y
1D5D2	y
1D606	y
1D63A	y
1D66E	y
1D6A2	y
28F	y
1EFF	y
AB5A	y
3B3	y
213D	y
1D6C4	y
1D6FE	y
1D738	y
1D772	y
1D7AC	y
443	y
4AF	y
10E7	y
118DC	y
FF39	Y
1D418	Y
1D44C	Y
1D480	Y
1D4B4	Y
1D4E8	Y
1D51C	Y
1D550	Y
1D584	Y
1D5B8	Y
1D5EC	Y
1D620	Y
1D654	Y
1D688	Y
3A5	Y
3D2	Y
1D6BC	Y
1D6F6	Y
1D730	Y
1D76A	Y
1D7A4	Y
2CA8	Y
423	Y
4AE	Y
13A9	Y
13BD	Y
A4EC	Y
16F43	Y
118A4	Y
102B2	Y
1D433	z
1D467	z
1D49B	z
1D4CF	z
1D503	z
1D537	z
1D56B	z
1D59F	z
1D5D3	z
1D607	z
1D63B	z
1D66F	z
1D6A3	z
1D22	z
AB93	z
118C4	z
102F5	Z
118E5	Z
FF3A	Z
2124	Z
2128	Z
1D419	Z
1D44D	Z
1D481	Z
1D4B5	Z
1D4E9	Z
1D585	Z
1D5B9	Z
1D5ED	Z
1D621	Z
1D655	Z
1D689	Z
396	Z
1D6AD	Z
1D6E7	Z
1D721	Z
1D75B	Z
1D795	Z
13C3	Z
A4DC	Z
118A9	Z
